opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
Positive,price,LOCATION1,24,"If you are poor, you might live in LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,839,"If you are working in the London , LOCATION1 is only 15 mins on c2c overland train , which is good if you do n't much fancy the tube",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,883,If you can afford it then LOCATION1 ( where LOCATION1 is ) is gorgeous but out of most people 's price ranges,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1225,If you do n't mind being further out of London LOCATION1 is another option and more affordable than richmond,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION2,1355,If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice,Negative,transit-location,LOCATION1,Negative,transit-location,LOCATION2,Positive,general,LOCATION2,Positive,general,LOCATION1,Positive,price,LOCATION1,,,,,,,,,,,,
,,,499,"If you don't like 'Dangerous' places , I really recommend not moving to LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,192,"If you don't mind about a fairly lengthy train commute, it would be lovely to live on the LOCATION1 ",Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,510,"If you go South of the river, a comparable place is LOCATION2, not LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION2,1399,"If you go further into the centre of London then there's LOCATION1, LOCATION2",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1070,"If you like curry, art, markets and crowds you will like LOCATION1",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,1368,"If you like shopping, check out LOCATION2 market and LOCATION1",Positive,shopping,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,369,If you like themeparks then LOCATION1 has a lot of child friendly things including a mini zoo and aquarium - not sure if it 's open in January - have to check,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1102,"If you mean flying from the US, then it's basically only LOCATION1 and Gatwick that handle long-haul flights, and it does't matter which one you fly into as it's easy to get from either to the London centre",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,657,"If you mean in NW London, I would highly recommend LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,"If you miss your countrymen , then I think that LOCATION1 is the place to be",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,87,If you want LOCATION1 then Outer south-East London makes the most sense,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,0,If you want to go out drinking where the cool kids go head  to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,57,"If you want to live in LOCATION1, try aiming for LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION1,517,"If you want to live in the middle of it all then somewhere like the docklands is good , especially LOCATION1 , which is very touristy",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,679,"If you were to look at your ""one hour"" limit in terms of time rather than distance, you can get a long way from LOCATION2 or LOCATION1 stations in an hour and live a bit further out",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,1369,"If you wish to live closer to Central London, look into areas like LOCATION2, LOCATION1",Positive,transit-location,LOCATION1,Positive,transit-location,LOCATION2,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION2,1403,"If you're looking at areas to live, LOCATION1 and LOCATION2 are fine",Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1212,"If you're out a lot, don't buy a ground-floor flat  I used to live in LOCATION1 and often passed through Kenninton",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1449,"If you're up to spend a lot, theres a lot of posh places across LOCATION2 and LOCATION1",Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,1224,"If your on a tighter budget try LOCATION1,LOCATION2 areas Yes S",Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1135,Im not a fan of LOCATION1 at all ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,962,Images of LOCATION1 - the camera never lies,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,In LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,99,In LOCATION1 you can get a bedsit with seperate bathroom and kitchen for circa 620 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1412,"In LOCATION1 you've got loads of shops, bars and restaurants and it's only a short walk to LOCATION2e for cinemas and more bars and shops",Positive,nightlife,LOCATION1,Positive,shopping,LOCATION1,Positive,shopping,LOCATION2,Positive,nightlife,LOCATION2,Positive,transit-location,LOCATION1,,,,,,,,,,,,
Positive,multicultural,LOCATION1,226,"In LOCATION2, LOCATION1 area belong to mostly bengali from Bangladesh",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,529,In N16 you either frequent small cafes along LOCATION1 High Street smoking bubble pipes,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,565,In an area called LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1121,In comes LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,157,"In fact you do n't live too far from where my boyfriend lives LOCATION1 is inbetween , its nice because its close to the thames , and very central",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1285,"In fact, both LOCATION2 and LOCATION1 contain some of the grandest suburban areas of Greater London",Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION2,1298,In other words the best place to live in London is LOCATION1 and LOCATION2 ,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1297,"In terms of value and proximity to central London, I would consider the LOCATION2 area and other areas of LOCATION1 that are on the DLR",Positive,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1158,In the LOCATION1 area of LOCATION1 you will find the Roundhouse a great theatre/arts venue,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,"Islam has not taken this area over, so it's not all bad, but LOCATION1 council is 'Loony Left' PC Brigade  Another yank that seems to think that the UK is ruled by people that think women should cover up",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,771,"It 's a myth that LOCATION1 is cheap , prices have shot up due to the Olympics The words `` dont cost too much '' and `` London '' dont belong in the same sentence",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,104,"It actually shows that the most ""dangerous"" area is probably the area you immediately think of when you think of London, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,651,"It annoys me when people say I ""live"" in LOCATION1, LOCATION2 etc  when they rent and I am just thinking you don't really live there because you don't own it",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,402,It depends on which bit of LOCATION1 you are looking at,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1209,"It depends really - there are loads of suburbs out in the Metropolitan/Essex area, or you can plump for LOCATION1 - both sets of surburbs are kind of similar",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1119,It depends where in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,722,It has to be in LOCATION2 - LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1021,It is a LOVELY place  LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,152,"It is about 440 miles this way; not necessarily the most direct route, but decidedly the quickest  After joining the M40 at LOCATION1, the next urban area is Sighthill in Edinburgh",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1049,It is also much easier to travel to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,509,It is in the LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1048,"It is in the London borough of LOCATION2 though and that has a reputation as being a bit rough, but, I have friends who live in and around LOCATION1, and they're the arty/graphic designer/posh type",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,970,It is named after an extinct bird which lived on LOCATION1 Common and hardly anywhere else in the world,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,480,It is true that there are some very rough areas not too far away  LOCATION1 in particular is notorious ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,492,"It was the Crown Tavern, in LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,1144,"It's an old sewage plant in LOCATION1, reclaimed and nowa haven for wildlife, especially birds",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1253,It's called LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,55,It's not like districts like  LOCATION1 or LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,47,It's on LOCATION1 which is walking distance to the victoria Line,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,403,Just around the corner from LOCATION1 is  one of the largest parks in London also containing London Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1206,Just avoid LOCATION1 and LOCATION2 unless you want to just go home and stay at home each evening (some parts are rough,Negative,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1061,"Just be careful of LOCATION1, it can be scary there especially when traveling there at night alone",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1107,Just exercise the same caution as you would do at home LOCATION1 is half gentrified and upmarket and the other half is full of bars and restaurants V safe,Positive,nightlife,LOCATION1,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,
,,,264,"Just outside the main LOCATION1 area is very different, though",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,181,"Just up to road in LOCATION1 is plain dangerous, I myself was mugged with a knife there once, and I would thoroughly discourage you to look for anything there",Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,94,"Just watch out for LOCATION1, thats a no-go",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,628,Kent County Council has no jurisdiction over LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,587,Know some parts of LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,447,"LE3 0LE Tel: 01162547910 CAFE LA MARQUISE Address: 439 LOCATION1 Road, London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,816,"LOCATION1  has lost it's edge, as well as being very expensive to live in",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,326,LOCATION1  is busy and very trendy,Negative,quiet,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,245,LOCATION1 ( M40 .,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,132,"LOCATION1 ( NW1 ) is ok , but beware of certain council blocks which do have a reputation",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,42,"LOCATION1 ( near by ) is my fave one in London ~ some vintage , some handmade , new designers , weird stuff ~ its brilliant",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,856,LOCATION1 (China town),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,151,LOCATION1 (Location- West) -A quiet leafy suburb with some upmarket bars and pubs,Positive,green-nature,LOCATION1,Positive,quiet,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,1208,"LOCATION1 (Location-South Westt) - quiet, fairly cheap suburb",Positive,quiet,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,673,LOCATION1 (N19),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,258,"LOCATION1 (SW4) is  an extremely popular area with young professionals, probably due to the huge selection of pubs, bars, restaurants and late-night venues in the area",Positive,dining,LOCATION1,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1321,LOCATION1 (W12) and LOCATION2 (W6) are further away ,Negative,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1183,LOCATION1 (great spot for tennis fans,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,123,LOCATION1 - Known for an alternative scene,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,564,LOCATION1 - LOCATION2 area,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,376,LOCATION1 - This is an area that is due for regeneration but it isn't really here yet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION2,1414,"LOCATION1 - bit more older middle class rich area, very nice, not so many pubs and very expensive LOCATION2 - lovely villagey feel and close to the beautiful hampstea heath, bit further out",Positive,nightlife,LOCATION1,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
,,,502,"LOCATION1 - high tea at the Ritz, Fortnum and Mason, Picadilly Circus (think Times Square)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,645,LOCATION1 - lots of rich folk live around that area,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION2,1444,LOCATION1 / LOCATION2 is a bit busy but with great places to walk and there are lots of houses which are away from any main roads,Negative,quiet,LOCATION2,Negative,quiet,LOCATION1,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION2,1335,LOCATION1 / LOCATION2 is very cool for shopping and the young people still love to hang out there for live music and drinking,Positive,shopping,LOCATION1,Positive,shopping,LOCATION2,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,
,,,1251,LOCATION1 8.0 Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1019,LOCATION1 Common,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,993,"LOCATION1 Cross, Westfield, Oxford Street",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,516,"LOCATION1 Fill me in on details and answers, best answer - 10 points",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,27,LOCATION1 I fooking love it :),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,379,"LOCATION1 I particularly loved , with the wonderful park ( starting point of the London Marathon ) , cool pubs and to be right beside the thames is always great",Positive,nightlife,LOCATION1,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,649,LOCATION1 LOCATION1 is a great but expensive area,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,475,LOCATION1 Located in Zone 2 and quite centralised when it comes to working in the London but has a known reputation which will make grown men avoid that area at all times of the day,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1104,LOCATION1 Lock has a bridge over the canal where there are lots of bars etc  A big JD Sprts,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1159,LOCATION1 Me,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1165,"LOCATION1 North, SE1.not really  its ok though",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,404,LOCATION1 Railway Station the #1 Most Busiest Railway Station in the World,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1211,LOCATION1 Road is well known for second hand book shops  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,991,LOCATION1 Village,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,513,LOCATION1 W1. It is the hub of London providing most everything a body would ever need or want,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1000,LOCATION1 actually has quite a cool feel to it~ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1151,"LOCATION1 ai n't bad , actually",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,526,LOCATION1 aint that bad trust me,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,552,LOCATION1 airport has the quickest and best access to London using the Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,885,LOCATION1 also has a large black population,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,575,"LOCATION1 also has a large, and quite wealthy, Korean population because several Korean companies have their London offices in the area",Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,629,LOCATION1 also has great transport links to the centre of London and the London There 's not really a class divide in areas of London - you will find the very rich and the very poor living very close together,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1073,LOCATION1 also has it 's share but there 's no tube there so you 'd have to get the bus,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,710,"LOCATION1 and LOCATION2  Sorry, but it depends on the colour of your skin",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,211,LOCATION1 and LOCATION2 Common have the only remaining island platforms in tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1332,"LOCATION1 and LOCATION2 are also places where a lot of single people live, reasonably central and with a lot going on locally",Positive,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1475,"LOCATION1 and LOCATION2 are great for pubs and bars, ",Positive,nightlife,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1453,LOCATION1 and LOCATION2 are less good in terms of public transport and you might feel you need a car there Stay away if you are working person,Negative,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,1376,LOCATION1 and LOCATION2 are not the nicest places in London,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,1318,LOCATION1 and LOCATION2 are probably the most well known slum areas,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,1289,LOCATION1 and LOCATION2 are the nicest areas and LOCATION1 in particular has more of a villagey feel ,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,1420,LOCATION1 and LOCATION2 are unpleasant,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1480,LOCATION1 and LOCATION2 have great transport links and there is plenty of affordable accommodation,Positive,price,LOCATION2,Positive,transit-location,LOCATION2,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,
,,,412,LOCATION1 and LOCATION2 have very high unemployment,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,1342,LOCATION1 and LOCATION2 is just great as it 's near the river and park,Positive,green-nature,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1374,LOCATION1 and LOCATION2: Both full of rich spoilt snobs with three car garages,Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,201,LOCATION1 and surrounding streets are the most expensive to live in,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,563,"LOCATION1 and the areas  close to LOCATION1 are really nice (expensive, though)",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,195,LOCATION1 and the surrounding area is one of the safest areas of Greater London ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1101,LOCATION1 area is cheaper to live and ypu can commute from there,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,49,LOCATION1 area is cool,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,135,LOCATION1 area is fairly central so it is expensive,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,138,LOCATION1 area is very good  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,522,"LOCATION1 area, more posh and a better quality of living than in LOCATION2 ",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,810,LOCATION1 best place fun and hip but affordable,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1045,"LOCATION1 can be a nice area - near the cemetery is good , but maybe too expensive for you",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,902,LOCATION1 can be cheap both for accomodation and work,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,77,"LOCATION1 can be pretty rough , but then you can not guarantee safety anywhere , just be sensible and do n't go anywhere that is not lit properly , stay where there are lots of people and do n't get into any arguments , you 'll be as safe there as anywhere",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION1,1202,LOCATION1 certainly is indundated with tourists,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,619,LOCATION1 especially has become VERY trendy and cool in the last few years,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1033,"LOCATION1 feels very much a part of London and it's only zone 3, so transport costs are lower",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,188,"LOCATION1 for a quirky atmosphere, so it's said  Goldas green",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,214,LOCATION1 for pub bands  to a strip club,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,1090,"LOCATION1 has a Waitrose , Pizza Express and its own tube station",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,609,LOCATION1 has a big bus station,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70,"LOCATION1 has a big gay scene , and was once a red light district",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,357,"LOCATION1 has a large choice of parks and is close to LOCATION1, good shops, ",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,1231,LOCATION1 has a large indoor and outdoor market selling all sorts of fashion and many other things too,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,367,"LOCATION1 has a lot of parks , also",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,817,LOCATION1 has a more urban feel and is full of hipsters,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,297,LOCATION1 has a new development called the Centrium which is practically next to the station and has gym etc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1266,LOCATION1 has an overhead rail link to central London which is fast and frequent,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,150,LOCATION1 has been open for a few years now,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,593,LOCATION1 has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,973,"LOCATION1 has good connections into town (Metropolitan line, 30 mins) and it still feels like the village ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,147,"LOCATION1 has great transport links , i work in LOCATION1 and its 25mins door to door",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,975,"LOCATION1 has great transport links, train to LOCATION2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,1186,LOCATION1 has hostels and is a safe area,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1081,"LOCATION1 has it's good places, but they are expensive",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,293,LOCATION1 has loads of trains and good buses,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,850,"LOCATION1 has nice bars , such as Lock Tavern with a beergarden",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,608,LOCATION1 has quite a low council tax rate so might be your best bet,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1234,LOCATION1 has some factories around it,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,41,"LOCATION1 has vibrant community I am thinking of moving to LOCATION1 , ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,272,LOCATION1 have winter wonderland - they have a few bits and bobs going on there,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,"LOCATION1 hmmm mm, take the tube to the London then",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1246,LOCATION1 in the North East is lovely,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,400,LOCATION1 is  a bit shoddy a few beggars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,330,LOCATION1 is  large parkland with lakes and trees,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,595,LOCATION1 is OK too who knows where is safe nowdays,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,171,"LOCATION1 is a better area, nice business buildings and beautiful residential houses, good people live there, much easier for transport than LOCATION1",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,276,LOCATION1 is a big more grungy but lots to do and still quite posh,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,650,"LOCATION1 is a big place , more than four million people depending on where you stop counting",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,1407,"LOCATION1 is a bit of a dump, LOCATION2 is slightly nicer, though of course both have better and worse areas",Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,310,LOCATION1 is a bit of a mystery to me to be honest,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION2,1411,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area,Negative,price,LOCATION1,Positive,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,637,"LOCATION1 is a bit rough round the edges , but use your common sense and do n't flash your expensive belongings around the council estates late at night and you will be fine Well , you could say it gets dangerously full of drunken students on Friday and Saturday night but apart from that it is no more dangerous than any other part of London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1142,LOCATION1 is a complete dump,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1242,LOCATION1 is a cosmopolitan district particularly known as the location for the annual Notting Hill Carnival,,,,,,,,,,,,,,,,,,,,,,,,,,,
