OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
East Sussex is great not so much the other parts of Cheshire,Cheshire,general,0,East Sussex,general,1,LOCATION1 is great; not so much the other parts of LOCATION2,"[('East Sussex', 'GPE'), ('Cheshire', 'GPE')]"
Herefordshire is lovely and not at all like Herefordshire,Herefordshire,general,1,,,0,LOCATION1 is lovely and not at all like LOCATION1,"[('Herefordshire', 'GPE'), ('Herefordshire', 'GPE')]"
Warwickshire is more residential  mostly streets of houses and it will take longer to get in to the London,Warwickshire,transit-location,0,,,0,LOCATION1 is more residential ; mostly streets of houses and it will take longer to get in to the London,"[('Warwickshire', 'GPE')]"
Merseyside is much better,Merseyside,general,1,,,0,LOCATION1 is much better,"[('Merseyside', 'GPE')]"
Cheshire is much more lively good shops more multicultural but borders on some rough areas,Cheshire,shopping,1,Cheshire,safety,0,"LOCATION1 is much more lively, good shops, more multicultural but borders on some rough areas","[('Cheshire', 'GPE')]"
Hampshire is not safe  I used to live there and it is a disgusting  rough area,Hampshire,general,0,Hampshire,safety,0,"LOCATION1 is n't safe , I used to live there and it is a disgusting , rough area","[('Hampshire', 'GPE')]"
West Yorkshire is not very friendly either,West Yorkshire,general,0,,,0,LOCATION1 is n't very friendly either,"[('West Yorkshire', 'GPE')]"
Derbyshire is near Derbyshire but it is quite a posh place,Derbyshire,price,0,,,0,LOCATION1 is near LOCATION1 but it is quite a posh place,"[('Derbyshire', 'GPE'), ('Derbyshire', 'GPE')]"
Norfolk is nice,Norfolk,general,1,,,0,LOCATION1 is nice,"[('Norfolk', 'GPE')]"
Worcestershire is nice I live around the Worcestershirerichmond area,Worcestershire,general,1,,,0,LOCATION1 is nice  I live around the LOCATION1/richmond area,"[('Worcestershire', 'GPE')]"
Cornwall is nice  plenty of green spaces and several train stations I will be relocating to London for work in one month,Cornwall,transit-location,1,Cornwall,green-nature,1,"LOCATION1 is nice , plenty of green spaces and several train stations I will be relocating to London for work in one month","[('Cornwall', 'GPE')]"
Northumberland is nice  the green belt is just 5 minutes away  its all fields there,Northumberland,general,1,Northumberland,green-nature,1,"LOCATION1 is nice , the green belt is just 5 minutes away , its all fields there","[('Northumberland', 'GPE')]"
Greater London is nice but NOT cheap and for my taste too far out,Greater London,general,1,Greater London,transit-location,0,"LOCATION1 is nice, but NOT cheap, and for my taste, too far out","[('Greater London', 'GPE')]"
Oxfordshire is not the best place to be esp for u young girls at night to be honest and not much in the way of shopping either,Oxfordshire,general,0,Oxfordshire,shopping,0,"LOCATION1 is not the best place to be, esp for u young girls at night to be honest, and not much in the way of shopping either","[('Oxfordshire', 'GPE')]"
Isle of Wight is ok,Isle of Wight,general,1,,,0,LOCATION1 is ok,"[('Isle of Wight', 'GPE')]"
Warwickshire is ok to live,Warwickshire,live,1,,,0,LOCATION1 is ok to live,"[('Warwickshire', 'GPE')]"
Buckinghamshire is okay  houses are not too expensive there London is not a safe London,Buckinghamshire,general,1,Buckinghamshire,price,1,"LOCATION1 is okay , houses are n't too expensive there London is not a safe London","[('Buckinghamshire', 'GPE'), ('London', 'GPE')]"
Worcestershire is on the Metropolitan Line of the Underground  the trains are frequent and take 35 minutes to Worcestershire,Worcestershire,transit-location,1,,,0,LOCATION1 is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1,"[('Worcestershire', 'GPE'), ('Underground', 'GPE'), ('Worcestershire', 'GPE')]"
Norfolk is on the Piccadilly line and you can commute to there in 30 minutes from virtually the most northerly point on the line about 10 miles out on the outskirts of London,Norfolk,transit-location,1,,,0,LOCATION1 is on the Piccadilly line and you can commute to there in 30 minutes from virtually the most northerly point on the line about 10 miles out on the outskirts of London,"[('Norfolk', 'GPE')]"
Hertfordshire is one of if not the most expensive areas in London so if you are looking for reasonably pricing Id avoid it,Hertfordshire,price,0,,,0,"LOCATION1 is one of if not the most expensive areas in London, so if you're looking for reasonably pricing I'd avoid it","[('Hertfordshire', 'GPE')]"
Rutland is one of the best boroughs in London there are 2 tube lines and numerous overhead train stations around,Rutland,general,1,Rutland,transit-location,1,LOCATION1 is one of the best boroughs in London   there are 2 tube lines and numerous overhead train stations around,"[('Rutland', 'GPE')]"
Oxfordshire is one of the best places to live in South Greater London,Oxfordshire,live,1,,,0,"LOCATION1 is one of the best places to live in South, Greater London","[('Oxfordshire', 'GPE'), ('Greater London', 'GPE')]"
West Sussex is one of the nicest London Boroughs,West Sussex,general,1,,,0,LOCATION1 is one of the nicest London Boroughs,"[('West Sussex', 'GPE')]"
Warwickshire is pretty expensive  as are swathes of the rest of the borough,Warwickshire,price,0,,,0,"LOCATION1 is pretty expensive , as are swathes of the rest of the borough","[('Warwickshire', 'GPE')]"
Wiltshire is probably better although you may get noise from the Airport,Wiltshire,general,1,Wiltshire,quiet,0,LOCATION1 is probably better although you may get noise from the Airport,"[('Wiltshire', 'GPE')]"
Lincolnshire is probably safer than other areas,Lincolnshire,safety,1,,,0,LOCATION1 is probably safer than other areas,"[('Lincolnshire', 'GPE')]"
Isle of Wight is quite a long way out of London  but its very green,Isle of Wight,transit-location,0,Isle of Wight,green-nature,1,"LOCATION1 is quite a long way out of London , but its very green","[('Isle of Wight', 'GPE')]"
Shropshire is quite a low rent area,Shropshire,price,1,,,0,LOCATION1 is quite a low rent area,"[('Shropshire', 'GPE')]"
Surrey is quite a nice area  it has a few universities inaround it and is also well know for being a place where young families live,Surrey,general,1,,,0,"LOCATION1 is quite a nice area , it has a few universities in/around it and is also well know for being a place where young families live","[('Surrey', 'GPE')]"
Gloucestershire is really close to central London  easy walk  but very expensive rent,Gloucestershire,price,0,Gloucestershire,transit-location,1,LOCATION1 is really close to central London ( easy walk ) but very expensive rent,"[('Gloucestershire', 'GPE'), ('London', 'GPE')]"
Staffordshire is really nice  lovely park and market,Staffordshire,shopping,1,Staffordshire,general,1,"LOCATION1 is really nice , lovely park and market","[('Staffordshire', 'GPE')]"
Cornwall is right on the THames  we have a inner London farm  and several marines,Cornwall,green-nature,1,,,0,"LOCATION1 is right on the THames , we have a inner London farm , and several marines","[('Cornwall', 'GPE')]"
Berkshire is safe  in general  there is a high pick pocket rate  but keep your wits about you and do not carry things in exposed pockets,Berkshire,safety,1,,,0,"LOCATION1 is safe , in general ,  there is a high pick pocket rate , but keep your wits about you and do n't carry things in exposed pockets","[('Berkshire', 'GPE')]"
Cheshire is slightly more up market its an extremely vibrant area of London and mainly consists of young and middle aged professionals,Cheshire,general,1,,,0,"LOCATION1 is slightly more up market, it's an extremely vibrant area of London, and mainly consists of young and middle aged professionals","[('Cheshire', 'GPE')]"
Leicestershire is slightly more upmarket  with good traintube connections to London There  is nothing wrong with any of those areas but there is probably some truth in what you have heard,Leicestershire,general,1,Leicestershire,transit-location,1,"LOCATION1 is slightly more upmarket , with good train/tube connections to London There 's nothing wrong with any of those areas but there is probably some truth in what you 've heard","[('Leicestershire', 'GPE')]"
Dorset is the address of choice for those with enough money to be able to choose anywhere they like,Dorset,price,0,,,0,LOCATION1 is the address of choice for those with enough money to be able to choose anywhere they like,"[('Dorset', 'GPE')]"
Norfolk is the best area,Norfolk,general,1,,,0,LOCATION1 is the best area,"[('Norfolk', 'GPE')]"
Nottinghamshire is the best place to live in London,Nottinghamshire,live,1,,,0,LOCATION1 is the best place to live in London,"[('Nottinghamshire', 'GPE')]"
Staffordshire is the nicest suburb but a little farther out,Staffordshire,transit-location,0,Staffordshire,general,1,"LOCATION1 is the nicest suburb, but a little farther out","[('Staffordshire', 'GPE')]"
Rutland is the worst part of London Hertfordshire is safer,Rutland,general,0,Hertfordshire,safety,1,LOCATION1 is the worst part of London  LOCATION2 is safer,"[('Rutland', 'GPE')]"
Cumbria is up and coming and then you have Cumbria right next to you,Cumbria,general,1,,,0,LOCATION1 is up and coming and then you have LOCATION1 right next to you,"[('Cumbria', 'GPE')]"
Surrey is up and coming for young families,Surrey,general,1,,,0,LOCATION1 is up and coming for young families,"[('Surrey', 'GPE')]"
West Midlands is very attractive and is a short frequent suburban rail commute into central London,West Midlands,general,1,West Midlands,transit-location,1,LOCATION1 is very attractive and is a short frequent suburban rail commute into central London,"[('West Midlands', 'GPE'), ('London', 'GPE')]"
Warwickshire is very cosmopolitan and good for DJ bars and Live Music Venues,Warwickshire,nightlife,1,Warwickshire,multicultural,1,LOCATION1 is very cosmopolitan and good for DJ bars and Live Music Venues,"[('Warwickshire', 'GPE')]"
Greater London is very downmarket,Greater London,general,0,,,0,LOCATION1 is very downmarket,"[('Greater London', 'GPE')]"
Shropshire is very expensive to live and renting a flat there would cost you approx,Shropshire,price,0,,,0,LOCATION1 is very expensive to live and renting a flat there would cost you approx,"[('Shropshire', 'GPE')]"
Cornwall is very far from Central London and no buses except from nights go to Central London straight,Cornwall,transit-location,0,,,0,LOCATION1 is very far from Central London and no buses except from nights go to Central London straight,"[('Cornwall', 'GPE'), ('Central London', 'GPE'), ('Central London', 'GPE')]"
Wiltshire is very middle class with people with lots of money,Wiltshire,price,0,,,0,LOCATION1 is very middle class with people with lots of money,"[('Wiltshire', 'GPE')]"
West Yorkshire is very nice it is full of green space and one of the most picturesque parks in London,West Yorkshire,general,1,West Yorkshire,green-nature,1,"LOCATION1 is very nice, it is full of green space and one of the most picturesque parks in London","[('West Yorkshire', 'GPE'), ('London', 'GPE')]"
Bristol is well connected on the Jubilee zone 2 line being one of the newest lines and takes you to Lancashire or Bond Street in no time at all,Bristol,transit-location,1,,,0,LOCATION1 is well connected on the Jubilee (zone 2) line being one of the newest lines and takes you to LOCATION2 or Bond Street in no time at all,"[('Bristol', 'GPE'), ('Jubilee', 'GPE'), ('Lancashire', 'GPE')]"
Staffordshire is well connected with three tube stations and is generally a plesant place to live,Staffordshire,live,1,Staffordshire,transit-location,1,LOCATION1 is well connected with three tube stations and is generally a plesant place to live,"[('Staffordshire', 'GPE')]"
Cumbria is well worth a visit too  just hop on the DLR and it takes you straight there,Cumbria,touristy,1,Cumbria,transit-location,1,LOCATION1 is well worth a visit too - just hop on the DLR and it takes you straight there,"[('Cumbria', 'GPE')]"
Greater Manchester is not to bad either,Greater Manchester,general,1,,,0,LOCATION1 isn't to bad either,"[('Greater Manchester', 'GPE')]"
Cambridgeshire itself is a lovely area to live  my nans lived there for 30 years and I spend much of my child their,Cambridgeshire,live,1,,,0,"LOCATION1 itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their","[('Cambridgeshire', 'GPE')]"
Oxfordshire may be an excellent option  there are relatively inexpensive areas there  and you can travel to richmond by bike  450 a week roughly equates to 1000 over here  there  is not much point in you asking us in dollars seeing as that is not the currency we use over here ,Oxfordshire,transit-location,1,Oxfordshire,price,1,"LOCATION1 may be an excellent option , there 're relatively inexpensive areas there , and you can travel to richmond by bike $ 450 a week roughly equates to 1000 over here ( there 's not much point in you asking us in dollars seeing as that is n't the currency we use over here )","[('Oxfordshire', 'GPE')]"
Northamptonshire might sometimes have a bad reputation but actually much of it is quite nice depends very much which part of Northamptonshire you are talking about,Northamptonshire,general,1,,,0,LOCATION1 might sometimes have a bad reputation but actually much of it is quite nice depends very much which part of LOCATION1 you 're talking about,"[('Northamptonshire', 'GPE')]"
Bedfordshire near Bedfordshire would be ideal because there are direct trains to Gatwick from there,Bedfordshire,transit-location,1,,,0,LOCATION1 near LOCATION1 would be ideal because there are direct trains to Gatwick from there,"[('Bedfordshire', 'GPE')]"
North Yorkshire offers many authentic indian restaurants such as dosa n chutney and chennai dosa,North Yorkshire,dining,1,,,0,LOCATION1 offers many authentic indian restaurants such as dosa n chutney and chennai dosa,"[('North Yorkshire', 'GPE')]"
Dorset or Durham  both have lots of restaurants and pubs,Durham,nightlife,1,Dorset,dining,1,"LOCATION1 or LOCATION2 , both have lots of restaurants and pubs","[('Dorset', 'GPE'), ('Durham', 'GPE')]"
Derbyshire or Bristol are no where near Central Ondon and you will spend all your time on trains,Derbyshire,transit-location,0,Bristol,transit-location,0,"LOCATION1 or LOCATION2 are no where near Central Ondon, and you'll spend all your time on trains","[('Derbyshire', 'GPE'), ('Bristol', 'GPE')]"
Bristol or Norfolk if you can afford either of these areas,Bristol,general,1,Bristol,price,0,LOCATION1 or LOCATION2 if you can afford either of these areas,"[('Bristol', 'GPE')]"
Hampshire runs on the victoria line,Hampshire,transit-location,1,,,0,LOCATION1 runs on the victoria line,"[('Hampshire', 'GPE')]"
Leicestershire seems to be full of teenagers these days and it can get quite touristy and dirty,Leicestershire,general,0,Leicestershire,touristy,1,LOCATION1 seems to be full of teenagers these days and it can get quite touristy and dirty,"[('Leicestershire', 'GPE')]"
Cambridgeshire used to be utterly dreadful,Cambridgeshire,general,0,,,0,LOCATION1 used to be utterly dreadful,"[('Cambridgeshire', 'GPE')]"
Oxfordshire was probaly the first Irish community in London,Oxfordshire,multicultural,1,,,0,LOCATION1 was probaly the first Irish community in London,"[('Oxfordshire', 'GPE')]"
Surrey which is not far from Surrey would be a better community to live in,Surrey,live,1,,,0,LOCATION1 which is not far from LOCATION1 would be a better community to live in ,"[('Surrey', 'GPE'), ('Surrey', 'GPE')]"
East Riding of Yorkshire would be a good choice,East Riding of Yorkshire,general,1,,,0,LOCATION1 would be a good choice,"[('East Riding of Yorkshire', 'GPE')]"
South Yorkshire would be good,South Yorkshire,general,1,,,0,LOCATION1 would be good,"[('South Yorkshire', 'GPE')]"
Northamptonshires bloody horrible AND I daresay probably bleedin expensive an all,Northamptonshire,general,0,Northamptonshire,price,0,"LOCATION1's bloody horrible,  AND, I daresay, probably, bleedin' expensive an' all",[]
Hertfordshires still quite central and has good bus and tube connections and its easy to get to Kent from there,Hertfordshire,transit-location,1,,,0,LOCATION1's still quite central and has good bus and tube connections (and it's easy to get to LOCATION2 from there),"[('Hertfordshires', 'GPE')]"
West Yorkshire Shropshire and surrounding areas are good,Shropshire,general,1,West Yorkshire,general,1,"LOCATION1, LOCATION2  and surrounding areas are good","[('West Yorkshire Shropshire', 'GPE')]"
East Riding of Yorkshire Isle of Wight its kind of scary people get mugged very often,East Riding of Yorkshire,safety,0,Isle of Wight,safety,0,"LOCATION1, LOCATION2 its kind of scary people get mugged very often","[('East Riding of Yorkshire', 'GPE')]"
Northamptonshire Londons most beautiful open space Greater Manchester is mainly a Jewish area,Greater Manchester,multicultural,1,Northamptonshire,green-nature,1,"LOCATION1, London's most beautiful open space   LOCATION2, is mainly a Jewish area,","[('Northamptonshire', 'GPE'), ('Greater Manchester', 'GPE')]"
Hampshire Middx  just slightly North and a lovely place,Hampshire,general,1,,,0,"LOCATION1, Middx - just slightly North, and a lovely place","[('Hampshire Middx', 'GPE')]"
Suffolk a quieter area although it will have local shops restaurants etc Not far from West Yorkshire and the River,Suffolk,quiet,1,Suffolk,transit-location,1,"LOCATION1, a quieter area, although it will have local shops, restaurants etc  Not far from LOCATION2 and the River","[('Suffolk', 'GPE')]"
Northumberland it is a great place to go out for the day to shop or see a film and has great nightlife as well,Northumberland,shopping,1,Northumberland,nightlife,1,"LOCATION1, it is a great place to go out for the day to shop or see a film, and has great nightlife as well","[('Northumberland', 'GPE')]"
Herefordshire posh and down to earth at the same time,Herefordshire,general,1,Herefordshire,price,0,"LOCATION1, posh and down to earth at the same time","[('Herefordshire', 'GPE')]"
Cambridgeshire where I live is quite at the hub nowadays,Cambridgeshire,transit-location,1,,,0,"LOCATION1, where I live, is quite at the hub nowadays","[('Cambridgeshire', 'GPE')]"
Dorset which has a lovely almost country village feel and has a really cool bar called Zerodegrees which brews its own beer on site,Dorset,nightlife,1,Dorset,general,1,"LOCATION1, which has a lovely almost country village feel, and has a really cool bar called Zerodegrees which brews its own beer on site","[('Dorset', 'GPE')]"
StaffordshireBuckinghamshire road is a good area,Buckinghamshire,general,1,Staffordshire,general,1,LOCATION1/LOCATION2 road is a good area,"[('StaffordshireBuckinghamshire', 'GPE')]"
Oxfordshire Right so yeah it has its crime,Oxfordshire,safety,0,,,0,"LOCATION1: Right, so yeah, it has its crime","[('Oxfordshire', 'GPE')]"
East Riding of Yorkshire Location  South East  Expensive apartment South Yorkshire Location Central   For the rich and famous expensive and central,South Yorkshire,price,0,South Yorkshire,transit-location,1,"LOCATION2 (Location - South East) - Expensive apartment LOCATION1 (Location- Central ) - For the rich and famous, expensive and central","[('East Riding of Yorkshire Location', 'GPE')]"
Essex  West Sussex are good places if you need to be more central  again similar price tag,Essex,general,1,Essex,transit-location,1,LOCATION2 / LOCATION1  are good places if you need to be more central - again similar price tag,"[('Essex', 'GPE'), ('West Sussex', 'GPE')]"
Hertfordshire and Kent are considered the nice areas of London to live,Hertfordshire,live,1,Kent,live,1,LOCATION2 and LOCATION1 are considered the 'nice' area's of London to live,"[('Hertfordshire', 'GPE')]"
Herefordshire and South Yorkshire are easily accessible from many areas,Herefordshire,transit-location,1,South Yorkshire,transit-location,1,LOCATION2 and LOCATION1 are easily accessible from many areas,"[('Herefordshire', 'GPE')]"
Merseyside and Cambridgeshire are more areas to look if you want to settle down with a family  due to good schools  more green space  and being safer because they are further out  Zones 4  5 and 6   all these things are useless to a single 18 yo,Cambridgeshire,safety,1,Merseyside,green-nature,1,"LOCATION2 and LOCATION1 are more areas to look if you want to settle down with a family , due to good schools , more green space , and being safer because they are further out ( Zones 4 , 5 and 6 ) , all these things are useless to a single 18 yo","[('Merseyside', 'GPE'), ('Cambridgeshire', 'GPE')]"
Worcestershire and West Yorkshire are nice places,West Yorkshire,general,1,Worcestershire,general,1,LOCATION2 and LOCATION1 are nice places,"[('Worcestershire', 'GPE'), ('West Yorkshire', 'GPE')]"
Somerset and Surrey areas are good alternatives as well,Somerset,general,1,Surrey,general,1,LOCATION2 and LOCATION1 areas are good alternatives as well,"[('Somerset', 'GPE')]"
South Yorkshire and the Warwickshire are cool and I am going to stick my neck out here and say that the rest of London is basically boring,Warwickshire,general,1,South Yorkshire,general,1,"LOCATION2 and the LOCATION1 are cool, and I am going to stick my neck out here and say that the rest of London is basically boring","[('South Yorkshire', 'GPE'), ('Warwickshire', 'GPE')]"
Kent is OK but Cheshire is also a much better place to shop which a large shopping centre called the Bentall centre,Kent,general,1,Cheshire,shopping,1,LOCATION2 is OK but LOCATION1 is also a much better place to shop which a large shopping centre called the Bentall centre,"[('Kent', 'GPE'), ('Cheshire', 'GPE'), ('Bentall', 'GPE')]"
Bristol is a 30 minute train ride from East Riding of Yorkshire Station in central London,East Riding of Yorkshire,transit-location,1,,,0,LOCATION2 is a 30 minute train ride from LOCATION1 Station in central London,"[('Bristol', 'GPE'), ('East Riding of Yorkshire Station', 'GPE'), ('London', 'GPE')]"
Hertfordshire is a good area as well as Gloucestershire but this area has some crime,Gloucestershire,general,1,Hertfordshire,general,1,LOCATION2 is a good area as well as LOCATION1 but this area has some crime,"[('Hertfordshire', 'GPE'), ('Gloucestershire', 'GPE')]"
Shropshire is excellent for restaurants by West Yorkshire I think is tad cheaper,West Yorkshire,price,1,Shropshire,dining,1,LOCATION2 is excellent for restaurants by LOCATION1 I think is tad cheaper,"[('Shropshire', 'GPE'), ('West Yorkshire', 'GPE')]"
Wiltshire is not a nice area  as is most of Kent,Wiltshire,general,0,Kent,general,0,"LOCATION2 is not a nice area , as is most of LOCATION1","[('Wiltshire', 'GPE'), ('Kent', 'GPE')]"
Isle of Wight is not too bad Suffolk is very upmarket and many artists live there,Suffolk,general,1,Isle of Wight,general,1,LOCATION2 is not too bad LOCATION1  is very upmarket and many artists live there,"[('Isle of Wight', 'GPE')]"
Kent is reasonably safe and North Yorkshire is ok,North Yorkshire,safety,1,Kent,safety,1,LOCATION2 is reasonably safe and LOCATION1 is ok,"[('Kent', 'GPE'), ('North Yorkshire', 'GPE')]"
Cornwall is worse and North Yorkshire is even worse than that,North Yorkshire,general,0,Cornwall,general,0,LOCATION2 is worse and LOCATION1 is even worse than that,"[('Cornwall', 'GPE'), ('North Yorkshire', 'GPE')]"
Suffolk or Essex are the best places,Essex,general,1,Suffolk,general,1,LOCATION2 or LOCATION1 are the best places,"[('Suffolk', 'GPE'), ('Essex', 'GPE')]"
Greater Manchester Herefordshire are bad news too,Herefordshire,general,0,Greater Manchester,general,0,"LOCATION2, LOCATION1 are bad news too","[('Greater Manchester Herefordshire', 'GPE')]"
Lets face it I cannot afford Lincolnshire or Lancashire ha,Lancashire,price,0,Lincolnshire,price,0,Let's face it I can't afford LOCATION1 or LOCATION2 ha,"[('Lincolnshire', 'GPE'), ('Lancashire', 'GPE')]"
Live in Berkshire Berkshire Mostly young people nice area can be expensive though,Berkshire,general,1,Berkshire,price,0,"Live in LOCATION1  LOCATION1  Mostly young people, nice area can be expensive though","[('Berkshire', 'GPE')]"
London is expensive Devon especially so,Devon,price,0,,,0,"London is expensive, LOCATION1 especially so","[('London', 'GPE'), ('Devon', 'GPE')]"
Look for a place to live in Somerset aswell,Somerset,live,1,,,0,Look for a place to live in LOCATION1 aswell,"[('Somerset', 'GPE')]"
Look on Hostel sites I like Herefordshire,Herefordshire,general,1,,,0,Look on Hostel sites  I like LOCATION1,"[('Herefordshire', 'GPE')]"
Make ure you take a visit to Kent,Kent,touristy,1,,,0,Make ure you take a visit to LOCATION1,"[('Kent', 'GPE')]"
Many of the key tourist attractions the residence of the Queen Head of State are all in a districtlevel municipality called the Nottinghamshire,Nottinghamshire,touristy,1,,,0,"Many of the key tourist attractions, the residence of the Queen (Head of State) are all in a district-level municipality called the LOCATION1","[('Queen Head of State', 'GPE'), ('Nottinghamshire', 'GPE')]"
Many parts of Tyne and Wear particularly in the north have been well known as hotspots for drug dealing,Tyne and Wear,safety,0,,,0,"Many parts of LOCATION1, particularly in the north, have been well known as hotspots for drug dealing","[('Tyne and Wear', 'GPE')]"
Most are very expensive to rent or buy even the grotty little flats and bedsits in Cheshire,Cheshire,price,0,,,0,Most are very expensive to rent or buy even the grotty little flats and bedsits in LOCATION1,"[('Cheshire', 'GPE')]"
Most of London is still pretty expensive my sister lives in Gloucestershire and it is cheaper,Gloucestershire,price,1,,,0,Most of London is still pretty expensive my sister lives in LOCATION1 and it is cheaper,"[('London', 'GPE'), ('Gloucestershire', 'GPE')]"
My friend was saying South Yorkshire is good  but the commute to Central London is very painful,South Yorkshire,general,1,South Yorkshire,transit-location,0,"My friend was saying LOCATION1 is good , but the commute to Central London is very painful","[('South Yorkshire', 'GPE'), ('Central London', 'GPE')]"
My hometown is Greater Manchester in SW London literally a walk into Greater Manchester,Greater Manchester,transit-location,1,,,0,"My hometown is LOCATION1, in SW London literally a walk into LOCATION1","[('Greater Manchester', 'GPE'), ('Greater Manchester', 'GPE')]"
NW of Greater London is Greater London and thats pretty nice,Greater London,general,1,,,0,"NW of LOCATION1 is LOCATION1, and that's pretty nice","[('Greater London', 'GPE'), ('Greater London', 'GPE')]"
Near pretty rough neighbourhoods like Somerset and Essex,Essex,safety,0,Somerset,safety,0,Near pretty rough neighbourhoods like LOCATION1 and LOCATION2,"[('Somerset', 'GPE'), ('Essex', 'GPE')]"
Near to South Yorkshire are nicer areas within the London boroughs of Bexley and bromley,South Yorkshire,general,1,,,0,Near to LOCATION1 are nicer areas within the London boroughs of Bexley and bromley,"[('South Yorkshire', 'GPE'), ('Bexley', 'GPE')]"
Nearby is Somerset which has Hampstead Heath a HUGE park and tons of playgrounds for kids,Somerset,green-nature,1,,,0,"Nearby is LOCATION1 which has Hampstead Heath, a HUGE park and tons of playgrounds for kids","[('Nearby', 'GPE'), ('Somerset', 'GPE'), ('Hampstead Heath', 'GPE')]"
Nearer to London is Staffordshire or Isle of Wight,Isle of Wight,transit-location,1,Staffordshire,transit-location,1,Nearer to London is LOCATION2 or LOCATION1,"[('Nearer', 'GPE'), ('Staffordshire', 'GPE')]"
Of the 3 areas you mentioned Devon is the safest,Devon,safety,1,,,0,"Of the 3 areas you mentioned, LOCATION1 is the safest ","[('Devon', 'GPE')]"
Old Kent around the outlet to the tunnel is pretty grotty,Kent,general,0,,,0,Old LOCATION1 around the outlet to the tunnel is pretty grotty,"[('Kent', 'GPE')]"
On the other hand i personally live in Derbyshire  very nice area and i personally feel that its allot better than Wiltshire,Derbyshire,general,1,,,0,"On the other hand i personally live in LOCATION1 , very nice area, and i personally feel that it's allot better than LOCATION2","[('Derbyshire', 'GPE'), ('Wiltshire', 'GPE')]"
One nice thing is that the Tube goes to Greater Manchester so you can easily get in to central London I was born near Greater Manchester,Greater Manchester,transit-location,1,,,0,One nice thing is that the Tube goes to LOCATION1 so you can easily get in to central London  I was born near LOCATION1,"[('Greater Manchester', 'GPE'), ('London', 'GPE'), ('Greater Manchester', 'GPE')]"
One of the main areas where Irish people used to live is Bristol,Bristol,multicultural,1,,,0,One of the main areas where Irish people used to live is LOCATION1,"[('Bristol', 'GPE')]"
One place I could easily identify is Merseyside which is on Jubilee line,Merseyside,transit-location,1,,,0,One place I could easily identify is LOCATION1 which is on Jubilee line,"[('Merseyside', 'GPE'), ('Jubilee', 'GPE')]"
Or Living in West Yorkshire crime is not high and the location is very cushy,West Yorkshire,safety,1,,,0,"Or Living in LOCATION1, crime is not high and the location is very 'cushy'","[('West Yorkshire', 'GPE')]"
Or try Isle of Wight where you can get more for your money,Isle of Wight,general,1,Isle of Wight,price,1,Or try LOCATION1 where you can get more for your money,"[('Isle of Wight', 'GPE')]"
Out of the two Id prefer South Yorkshire to South Yorkshire,South Yorkshire,general,1,,,0,Out of the two I'd prefer LOCATION1 to LOCATION1,"[('South Yorkshire', 'GPE'), ('South Yorkshire', 'GPE')]"
Out of these i would say Tyne and Wear upper,Tyne and Wear,general,1,,,0,"Out of these i would say, LOCATION1 (upper)","[('Tyne and Wear', 'GPE')]"
Outside of office hours it  is nearly deserted Kent is quite the senic area,Kent,green-nature,1,,,0,Outside of office hours it 's nearly deserted LOCATION1 is quite the senic area,"[('Kent', 'GPE')]"
Parts of Worcestershire are cheaper and nice for the money but on the wrong side of the river,Worcestershire,price,1,,,0,"Parts of LOCATION1 are cheaper and nice for the money, but on the wrong side of the river","[('Worcestershire', 'GPE')]"
People are saying West Sussex and Herefordshire etc but we warned that aint all good,Herefordshire,general,0,West Sussex,general,0,"People are saying LOCATION2 and LOCATION1 etc, but we warned that aint all good","[('West Sussex', 'GPE')]"
Personally  I do not think Essex is that bad,Essex,general,1,,,0,"Personally , I do n't think LOCATION1 is that bad","[('Essex', 'GPE')]"
Personally I prefer Leicestershire  greener better restaurants and shopping better public transport too,Leicestershire,dining,1,Leicestershire,shopping,1,"Personally I prefer LOCATION1 - greener, better restaurants and shopping;  better public transport too","[('Leicestershire', 'GPE')]"
Personally I think all of North Yorkshire is too crowded to I chose to live in Greater London SE London,Greater London,live,1,North Yorkshire,quiet,0,Personally I think all of LOCATION1 is too crowded to I chose to live in LOCATION2 (SE London),"[('North Yorkshire', 'GPE'), ('Greater London', 'GPE'), ('London', 'GPE')]"
Personally I would go for Bedfordshire or Worcestershire,Worcestershire,general,1,Bedfordshire,general,1,"Personally, I would go for LOCATION2 or LOCATION1","[('Bedfordshire', 'GPE'), ('Worcestershire', 'GPE')]"
Personally having lived there I would say Northumberland was a little more upmarket but watch out for the planes  a lot of houses in Northumberland are on the landing flightpath into heathrow which can be very irritating at around 430500 in the morning especially in summer,Northumberland,general,1,Northumberland,quiet,0,"Personally, having lived there, I would say LOCATION1 was a little more 'upmarket' but watch out for the planes - a lot of houses in LOCATION1 are on the landing flightpath into heathrow which can be very irritating at around 4.30/5.00 in the morning, especially in summer","[('Northumberland', 'GPE'), ('Northumberland', 'GPE')]"
Places near Buckinghamshire NOT to live,Buckinghamshire,live,0,,,0,Places near LOCATION1 NOT to live,"[('Buckinghamshire', 'GPE')]"
