created_at,date,place,tweet,language,hashtags,location
2021-07-23 16:47:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [35.656091, 139.736009]}",Just posted a photo @ Tokyo Japan  https://t.co/UWCCBTbJ0T,en,[],Tokyo
2021-07-23 16:45:53 EET,2021-07-23,"{'type': 'Point', 'coordinates': [35.68741, 139.7945]}",Just posted a photo @ Tokyo Sky Tree  https://t.co/wTafCyKUdV,en,[],Tokyo
2021-07-23 16:42:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [35.6547053, 139.7784556]}","Just a thought the ""Night before the Storm"".  Take advantage of your #momentintime  Best of luck to everyone in Tokyo and dont let a single moment in time define who you are.  #lifeisanadventure #lifeisbeautiful  https://t.co/UYsfPcBUiS",en,"['momentintime', 'lifeisanadventure', 'lifeisbeautiful']",Tokyo
2021-07-23 16:52:32 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.65431652, -79.36704734]}","Sun’s out, buns out 🍑☀️   📸 @benglaussphotography  . . . #friyay #weekend #unedited #lingerie #tgif #alwaysohlala #model #boudoir #studio #summer #photoshoot #toronto #canada #tagsforlikes #follow @ Studio Bon Soleil  https://t.co/nVCdGPenLR",en,"['friyay', 'weekend', 'unedited', 'lingerie', 'tgif', 'alwaysohlala', 'model', 'boudoir', 'studio', 'summer', 'photoshoot', 'toronto', 'canada', 'tagsforlikes', 'follow']",Toronto
2021-07-23 16:50:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.67183004, -79.38666523]}",Just posted a photo @ Toronto Public Library  https://t.co/G2zNfAEkmx,en,[],Toronto
2021-07-23 16:42:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6828438, -79.4087668]}",Fire (highrise Residential) [Toronto] Spadina Road b/w Sir Winston Churchill Park Trail / Sir Winston Churchill Park Trail Dispatched: 23/07/21 @ 10:35 EDT [Stn: 343] Aerial-341 DistChief-31 Pumper-135 Pumper-311 Pumper-344 Squad-313 General Area:,en,[],Toronto
2021-07-23 16:42:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6828438, -79.4087668]}",Fire (highrise Residential) [Toronto] Spadina Road b/w Sir Winston Churchill Park Trail / Sir Winston Churchill Park Trail Dispatched: 23/07/21 @ 10:35 EDT [Stn: 343] Aerial-341 DistChief-31 Pumper-135 Pumper-311 Pumper-344 Squad-313 General Area:,en,[],Toronto
2021-07-23 16:39:18 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","Career tip for landing jobs like ""Technical Customer Advisor - Remote"" in #Toronto, ON. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #CustomerService",en,"['toronto', 'customerservice']",Toronto
2021-07-23 16:39:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/9kBEe2aN3p",en,[],Toronto
2021-07-23 16:38:08 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7017499, -79.27914]}",Just posted a photo @ Toronto Community Housing  https://t.co/LC36fShrZV,en,[],Toronto
2021-07-23 16:32:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6381477, -79.3988456]}",Alarm (single Source) [Toronto] Queens Wharf Road b/w Housey Street / Fort York Boulevard Dispatched: 23/07/21 @ 10:20 EDT [Stn: 334] Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 16:32:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6381477, -79.3988456]}",Alarm (single Source) [Toronto] Queens Wharf Road b/w Housey Street / Fort York Boulevard Dispatched: 23/07/21 @ 10:20 EDT [Stn: 334] Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 16:21:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Rocking an orange summer dress on @thesocialctv today. Tune in at 1 PM to see the show! @ Toronto, Ontario  https://t.co/gzQWN07oNd",en,[],Toronto
2021-07-23 16:16:57 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","See our latest #Toronto, ON #Retail job opportunity and click the link in our bio to apply: Store Associate, Part-time, HomeSense, King and Spadina at TJX Companies, Inc.",en,"['toronto', 'retail']",Toronto
2021-07-23 16:15:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/PQIBnGtjpf",en,[],Toronto
2021-07-23 16:14:37 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.71380134, -79.3559302]}","Good Morning All! Meet my new friend.  Another reason why I LOVE 'MY Park. Have a great Friday!! @ Toronto, Ontario, Canada, eh.  https://t.co/K4nuKa8X0P",en,[],Toronto
2021-07-23 16:13:15 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7737, -79.2446]}","Just posted a video @ Scarborough, Toronto  https://t.co/nZGYZWoMzK",en,[],Toronto
2021-07-23 16:12:42 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6685989, -79.4049141]}","Click the link in our bio to see currently open Welfare jobs like ""Support-Worker-II-Treatment-Specialized-Resource"" at Community Living Toronto in Toronto, ON, Canada. #nonprofit #disability",en,"['nonprofit', 'disability']",Toronto
2021-07-23 16:12:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Last Night ✨  . Dress from @fashionnova @ Toronto, Ontario  https://t.co/cpUZxoLGTr",en,[],Toronto
2021-07-23 16:12:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7822078, -79.1724174]}",Medical [Scarborough] Toronto ON M5N Dispatched: 23/07/21 @ 10:06 EDT [Stn: 132] Pumper-132 General Area:,en,[],Toronto
2021-07-23 16:12:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7822078, -79.1724174]}",Medical [Scarborough] Toronto ON M5N Dispatched: 23/07/21 @ 10:06 EDT [Stn: 132] Pumper-132 General Area:,en,[],Toronto
2021-07-23 16:05:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",10am: Sunny 19.9C -  https://t.co/pu4P1J8FJG - Wind: N 10km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 54% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 16:02:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.671273, -79.4480688]}",Alarm (single Source) [Toronto] Lansdowne Avenue b/w Lane North Lappin East Lansdowne / Lane South Dupont East Lansdowne Dispatched: 23/07/21 @ 09:55 EDT [Stn: 345] Aerial-345 Rescue-423 General Area:,en,[],Toronto
2021-07-23 16:02:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.671273, -79.4480688]}",Alarm (single Source) [Toronto] Lansdowne Avenue b/w Lane North Lappin East Lansdowne / Lane South Dupont East Lansdowne Dispatched: 23/07/21 @ 09:55 EDT [Stn: 345] Aerial-345 Rescue-423 General Area:,en,[],Toronto
2021-07-23 16:02:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a video @ Toronto, Ontario  https://t.co/bvul5thKvn",en,[],Toronto
2021-07-23 15:50:29 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/LdX5nldqej",en,[],Toronto
2021-07-23 15:48:58 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/Slb7fSCyHw",en,[],Toronto
2021-07-23 15:43:19 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/pqnCZZi6Xt",en,[],Toronto
2021-07-23 15:42:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7033453, -79.4258935]}",Rescue (elevator) [Toronto] Ridge Hill Drive b/w Bathurst Street / Hilltop Road Dispatched: 23/07/21 @ 09:35 EDT [Stn: 135] Pumper-135 Squad-143 General Area:,en,[],Toronto
2021-07-23 15:42:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7033453, -79.4258935]}",Rescue (elevator) [Toronto] Ridge Hill Drive b/w Bathurst Street / Hilltop Road Dispatched: 23/07/21 @ 09:35 EDT [Stn: 135] Pumper-135 Squad-143 General Area:,en,[],Toronto
2021-07-23 15:36:35 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/weAFV1ge2H",en,[],Toronto
2021-07-23 15:22:50 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.60127, -79.50198]}",Just posted a photo @ The Westlake Hotel - Toronto  https://t.co/8F5RqRKhLc,en,[],Toronto
2021-07-23 15:19:53 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","Want to land a job like ""AZ Excavator Operator (Night Shift - $34.96/Hour)"" at PNR RailWorks? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #SkilledTrade #Toronto, ON",en,"['skilledtrade', 'toronto']",Toronto
2021-07-23 15:18:20 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/JuHJW8LjcV",en,[],Toronto
2021-07-23 15:13:22 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","Tucows is hiring in #Toronto, ON! Click the link in our bio to apply: Creative Producer #ProductMgmt",en,"['toronto', 'productmgmt']",Toronto
2021-07-23 15:12:32 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","Want to work in #Toronto, ON? View our latest opening:  https://t.co/Chk2bdac8U #security",en,"['toronto', 'security']",Toronto
2021-07-23 15:12:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.728437, -79.410677]}",Fire (grass/rubbish) [Old Toronto] Brookdale Avenue @ Greer Road Dispatched: 23/07/21 @ 09:03 EDT [Stn: 131] Pumper-135 General Area:,en,[],Toronto
2021-07-23 15:12:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.728437, -79.410677]}",Fire (grass/rubbish) [Old Toronto] Brookdale Avenue @ Greer Road Dispatched: 23/07/21 @ 09:03 EDT [Stn: 131] Pumper-135 General Area:,en,[],Toronto
2021-07-23 15:12:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6635188, -79.3715136]}",Medical [Old Toronto] Toronto ON M4L Dispatched: 23/07/21 @ 08:59 EDT [Stn: 323] Pumper-323 General Area:,en,[],Toronto
2021-07-23 15:12:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6635188, -79.3715136]}",Medical [Old Toronto] Toronto ON M4L Dispatched: 23/07/21 @ 08:59 EDT [Stn: 323] Pumper-323 General Area:,en,[],Toronto
2021-07-23 15:12:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6635188, -79.3715136]}",Fire Alarm (check Call) [Toronto] Carlton Street b/w Seaton Street / Ontario Street Dispatched: 23/07/21 @ 08:57 EDT [Stn: 325] Pumper-313 General Area:,en,[],Toronto
2021-07-23 15:12:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6635188, -79.3715136]}",Fire Alarm (check Call) [Toronto] Carlton Street b/w Seaton Street / Ontario Street Dispatched: 23/07/21 @ 08:57 EDT [Stn: 325] Pumper-313 General Area:,en,[],Toronto
2021-07-23 15:11:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Neto yuth - Hustle   looking to shoot your next music video. contact us by DM or firstclass416@gmail.com @ Toronto, Ontario  https://t.co/APHqWWbalW",en,[],Toronto
2021-07-23 15:11:31 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","U.S. Bank is looking for teammates like you. See our latest #QA job openings, including ""AML Risk Manager"", via the link in our bio. #Toronto, ON",en,"['qa', 'toronto']",Toronto
2021-07-23 15:11:21 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","This job is now open at Tucows in #Toronto, ON. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Information Security Analyst-1 Year Contract - Remote #ProjectMgmt",en,"['toronto', 'projectmgmt']",Toronto
2021-07-23 15:11:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.653226, -79.3831843]}","Career tip for landing jobs like ""Senior Statistical Programmer (Remote) FSP"" in #Toronto, ON. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #statistics",en,"['toronto', 'statistics']",Toronto
2021-07-23 15:10:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",9am: Sunny 19.9C -  https://t.co/pu4P1J8FJG - Wind: N 10km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 54% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 15:05:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/qsU0HdQkOS",en,[],Toronto
2021-07-23 15:00:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",9am: Sunny 18.3C -  https://t.co/pu4P1J8FJG - Wind: NNW 6km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 57% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 14:42:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.8076, -79.20129]}",Just posted a photo @ Cheer Sport Sharks Toronto  https://t.co/meQVi1BCgZ,en,[],Toronto
2021-07-23 14:39:40 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/deL2UKwkC3",en,[],Toronto
2021-07-23 14:37:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [59.03843516, -113.4355545]}","📍#Toronto, #Canada 🇨🇦: Double the yum! I had the Amigo and Court Purple from @yoteacanada. They were so yummy and I loved the toppings they both came with!  Thank you @linder_surprise for the giveaway! 💕 @ YoTea Canada  https://t.co/Ql55XZ5pNy",en,"['toronto', 'canada']",Toronto
2021-07-23 14:26:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/QrtLWGe9Ci",en,[],Toronto
2021-07-23 14:22:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6663331, -79.3165649]}",Alarm (single Source) [Toronto] Queen Street b/w Coxwell Avenue / Eastern Avenue Dispatched: 23/07/21 @ 08:15 EDT [Stn: 227] DistChief-32 Pumper-226 Pumper-227 General Area:,en,[],Toronto
2021-07-23 14:22:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6663331, -79.3165649]}",Alarm (single Source) [Toronto] Queen Street b/w Coxwell Avenue / Eastern Avenue Dispatched: 23/07/21 @ 08:15 EDT [Stn: 227] DistChief-32 Pumper-226 Pumper-227 General Area:,en,[],Toronto
2021-07-23 14:22:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6551585, -79.4190145]}",Medical [Old Toronto] North York ON M2M Dispatched: 23/07/21 @ 08:12 EDT [Stn: 112] High-Rise-114 Pumper-114 General Area:,en,[],Toronto
2021-07-23 14:22:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6551585, -79.4190145]}",Medical [Old Toronto] North York ON M2M Dispatched: 23/07/21 @ 08:12 EDT [Stn: 112] High-Rise-114 Pumper-114 General Area:,en,[],Toronto
2021-07-23 14:22:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6551585, -79.4190145]}",Alarm (single Source) [Toronto] College Street b/w Crawford Street / Shaw Street Dispatched: 23/07/21 @ 08:12 EDT [Stn: 315] Aerial-315 Pumper-426 General Area:,en,[],Toronto
2021-07-23 14:22:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/DgdY9sroVG",en,[],Toronto
2021-07-23 14:22:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6551585, -79.4190145]}",Alarm (single Source) [Toronto] College Street b/w Crawford Street / Shaw Street Dispatched: 23/07/21 @ 08:12 EDT [Stn: 315] Aerial-315 Pumper-426 General Area:,en,[],Toronto
2021-07-23 14:21:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/504YMcCOPO",en,[],Toronto
2021-07-23 14:21:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","A good morning for the blues, breakfast piano minute @ Toronto, Ontario  https://t.co/D5ouXLNK4u",en,[],Toronto
2021-07-23 14:18:43 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.73389451, -79.34912246]}",Just posted a photo @ Canada Toronto  https://t.co/BIPbizEvbN,en,[],Toronto
2021-07-23 14:18:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.70016, -79.39736]}",Just posted a video @ Toronto Kickboxing &amp; Muay Thai (TKMT) Academy Inc.  https://t.co/iNFS2bPk8M,en,[],Toronto
2021-07-23 14:16:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6484113, -79.3932818]}",Medical [Old Toronto] North York ON M6L Dispatched: 23/07/21 @ 08:09 EDT [Stn: 133] Rescue-133 General Area:,en,[],Toronto
2021-07-23 14:16:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6484113, -79.3932818]}",Medical [Old Toronto] North York ON M6L Dispatched: 23/07/21 @ 08:09 EDT [Stn: 133] Rescue-133 General Area:,en,[],Toronto
2021-07-23 14:16:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6484113, -79.3932818]}",Alarm (highrise Residential Downtown) [Toronto] Richmond Street b/w Peter Street / Spadina Avenue Dispatched: 23/07/21 @ 08:08 EDT [Stn: 332] Aerial-331 DistChief-33 Pumper-315 Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 14:16:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6484113, -79.3932818]}",Alarm (highrise Residential Downtown) [Toronto] Richmond Street b/w Peter Street / Spadina Avenue Dispatched: 23/07/21 @ 08:08 EDT [Stn: 332] Aerial-331 DistChief-33 Pumper-315 Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 14:10:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",8am: Sunny 18.3C -  https://t.co/pu4P1J8FJG - Wind: NNW 6km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 57% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 13:50:15 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.65894, -79.35041]}","Join my tonight and every weekend at @prohibitionsocialhouse  696 Queen St E, Toronto.  Great food. Great drinks. Great atmosphere. Great staff. Great vibes... and of course GREAT MUSIC 😘 🎧 🎶 🍸🍽️ 🍻  https://t.co/IFzI6GTkHn",en,[],Toronto
2021-07-23 13:42:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7622221, -79.4107595]}",Medical [Yonge Street] Toronto ON M6E Dispatched: 23/07/21 @ 07:36 EDT [Stn: 341] Rescue-341 General Area:,en,[],Toronto
2021-07-23 13:42:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.7622221, -79.4107595]}",Medical [Yonge Street] Toronto ON M6E Dispatched: 23/07/21 @ 07:36 EDT [Stn: 341] Rescue-341 General Area:,en,[],Toronto
2021-07-23 13:42:06 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6273915, -79.3571851]}",Check Call [Toronto] Cibola Avenue b/w Algonquin Bridge Road / Pontiac Avenue Dispatched: 23/07/21 @ 07:32 EDT [Stn: 335] Pumper-335 General Area:,en,[],Toronto
2021-07-23 13:42:06 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6273915, -79.3571851]}",Check Call [Toronto] Cibola Avenue b/w Algonquin Bridge Road / Pontiac Avenue Dispatched: 23/07/21 @ 07:32 EDT [Stn: 335] Pumper-335 General Area:,en,[],Toronto
2021-07-23 13:42:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6429316, -79.381491]}",Alarm (single Source) [Toronto] York Street b/w Bremner Boulevard / Station Street Dispatched: 23/07/21 @ 07:29 EDT [Stn: 334] Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 13:42:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6429316, -79.381491]}",Alarm (single Source) [Toronto] York Street b/w Bremner Boulevard / Station Street Dispatched: 23/07/21 @ 07:29 EDT [Stn: 334] Pumper-332 Pumper-334 General Area:,en,[],Toronto
2021-07-23 13:32:17 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","60 minuti di Functional Strength Training effetuati con #appleworkout  #cardio #forza #fitforlife #addominali #plank #stretching #calisthenics #fitforlife @ Toronto, Ontario  https://t.co/jxIX6WLHtr",en,"['appleworkout', 'cardio', 'forza', 'fitforlife', 'addominali', 'plank', 'stretching', 'calisthenics', 'fitforlife']",Toronto
2021-07-23 13:29:27 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.62431934, -79.48485103]}",This damn Quarantaine got me missing my young Tiger 🐅 Will in the making … good form @codekingdrw #golf ⛳️ #sports #holeinone @ Toronto Canada  https://t.co/0RIrCT5Apb,en,"['golf', 'sports', 'holeinone']",Toronto
2021-07-23 13:20:19 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.702, -79.392]}","Flora walk ...  #flowerpower @ Midtown, Toronto  https://t.co/pEb0577C6h",en,['flowerpower'],Toronto
2021-07-23 13:17:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.702, -79.392]}","It's the weekend! Happy Friday! Coffee with @kathysenior130 💗 @ Midtown, Toronto  https://t.co/k04UwrO9DT",en,[],Toronto
2021-07-23 13:14:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Three Loons #visualpoetry @ Toronto, Ontario  https://t.co/YXJBZ7iVsY",en,['visualpoetry'],Toronto
2021-07-23 13:05:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",7am: Mainly Sunny 15.0C -  https://t.co/pu4P1J8FJG - Wind: NW 7km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 71% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 12:46:29 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/lek8VueASy",en,[],Toronto
2021-07-23 12:46:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.735955, -79.3271676]}",Medical [North York] Toronto ON M5J Dispatched: 23/07/21 @ 06:40 EDT [Stn: 326] Pumper-227 General Area:,en,[],Toronto
2021-07-23 12:46:05 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.735955, -79.3271676]}",Medical [North York] Toronto ON M5J Dispatched: 23/07/21 @ 06:40 EDT [Stn: 326] Pumper-227 General Area:,en,[],Toronto
2021-07-23 12:34:26 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a video @ Toronto, Ontario  https://t.co/hh92tdiuJx",en,[],Toronto
2021-07-23 12:25:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.66818, -79.32195]}",Hanging in the hammock. #peaceful #relax #backyard #hammock #toronto @ Tara Greene Tarot Psychic Astrology Consultant  https://t.co/BCGh54qx5A,en,"['peaceful', 'relax', 'backyard', 'hammock', 'toronto']",Toronto
2021-07-23 12:15:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/YnQ4vPXEpw",en,[],Toronto
2021-07-23 12:10:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",6am: Mainly Sunny 15.0C -  https://t.co/pu4P1J8FJG - Wind: NW 7km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 71% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 12:05:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",6am: Clear 15.4C -  https://t.co/pu4P1J8FJG - Wind: NNW 5km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 70% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 11:57:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6525, -79.3817]}","Good morning, Toronto! :) #Sunrise 05:57, noon 13:24, sunset 20:50 EDT (UTC-4), July 23. Day length: 14h 53m.",en,['sunrise'],Toronto
2021-07-23 11:10:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",5am: Clear 15.4C -  https://t.co/pu4P1J8FJG - Wind: NNW 5km/h - Barometer: 102.3 kPa ^ - Vis: 24.1km - Hum: 70% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 10:12:12 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.648, -79.3872]}","Just posted a photo @ Toronto, Ontario  https://t.co/ovwyx7y8B2",en,[],Toronto
2021-07-23 10:10:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",4am: Clear 16.1C -  https://t.co/pu4P1J8FJG - Wind: NNW 10km/h - Barometer: 102.2 kPa ^ - Vis: 24.1km - Hum: 68% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 10:06:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6466221, -79.3820309]}",Police Assist (request) [Toronto] Wellington Street b/w Driveaper Street / Portland Street Dispatched: 23/07/21 @ 03:58 EDT [Stn: 332] Pumper-332 General Area:,en,[],Toronto
2021-07-23 10:06:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6466221, -79.3820309]}",Police Assist (request) [Toronto] Wellington Street b/w Driveaper Street / Portland Street Dispatched: 23/07/21 @ 03:58 EDT [Stn: 332] Pumper-332 General Area:,en,[],Toronto
2021-07-23 10:00:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",4am: Clear 17.4C -  https://t.co/pu4P1J8FJG - Wind: NW 13km/h - Barometer: 102.2 kPa ^ - Vis: 24.1km - Hum: 65% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 09:10:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",3am: Clear 17.4C -  https://t.co/pu4P1J8FJG - Wind: NW 13km/h - Barometer: 102.2 kPa ^ - Vis: 24.1km - Hum: 65% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 09:00:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.68059921, -79.61174011]}",3am: Clear 17.8C -  https://t.co/pu4P1J8FJG - Wind: NNW 6km/h - Barometer: 102.2 kPa ^ - Vis: 24.1km - Hum: 64% #Toronto #Weather,en,"['toronto', 'weather']",Toronto
2021-07-23 09:00:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.65, -79.383]}",I 🇵🇾 Toronto  https://t.co/iUfzHJ7ktd,en,[],Toronto
2021-07-23 08:52:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.6498894, -79.4356078]}",Fire (residential) [Toronto] Dundas Street b/w Brock Avenue / Lane West Brock South Dundas Dispatched: 23/07/21 @ 02:42 EDT [Stn: 426] Aerial-426 DistChief-34 Pumper-315 Pumper-426 Rescue-423 Squad-331 General Area:,en,[],Toronto
